Student_ID,Student_Name,Gender,Branch,CGPA,Skills,Placement_Status,Company_Name,Package_LPA,Placement_Year
S0277,Student_277,Male,CSE,8.7,"C++, Machine Learning, Communication",Placed,HCL,9.08,2025
S0278,Student_278,Male,IT,7.81,"C++, Power BI, SQL",Placed,Accenture,4.22,2023
S0279,Student_279,Male,CSE,8.18,"Java, Data Analysis, SQL",Placed,Tech Mahindra,11.06,2024
S0280,Student_280,Male,Civil,8.45,"Power BI, Excel, Java",Not Placed,Not selected,0,2025
S0281,Student_281,Female,ECE,9.09,"Python, C++, Communication",Placed,Infosys,6.29,2023
S0282,Student_282,Female,IT,7.02,"C++, Communication, Java",Placed,Capgemini,9.77,2025
S0283,Student_283,Male,IT,7.16,"Data Analysis, Python, Machine Learning",Not Placed,Not selected,0,2024
S0284,Student_284,Female,Mech,7.82,"Machine Learning, Excel, Data Analysis",Placed,Cognizant,11.21,2023
S0285,Student_285,Female,CSE,8.04,"Python, Excel, Data Analysis",Placed,Cognizant,11.15,2024
S0286,Student_286,Female,CSE,9.41,"Excel, Machine Learning, C++",Placed,Capgemini,10.03,2023
S0287,Student_287,Male,Mech,7.38,"Python, Excel, Data Analysis",Placed,Deloitte,5.15,2025
S0288,Student_288,Female,CSE,7.46,"Java, Python, SQL",Placed,Infosys,7.77,2023
S0289,Student_289,Female,Mech,6.31,"Machine Learning, Excel, C++",Placed,Cognizant,4.33,2024
S0290,Student_290,Male,EEE,8.1,"Excel, Python, Power BI",Not Placed,Not selected,0,2025
S0291,Student_291,Female,Mech,8.6,"Data Analysis, C++, Machine Learning",Not Placed,Not selected,0,2023
S0292,Student_292,Female,Civil,5.65,"Python, Data Analysis, C++",Placed,Deloitte,3.48,2025
S0293,Student_293,Female,Mech,6.09,"Excel, Communication, C++",Not Placed,Not selected,0,2024
S0294,Student_294,Male,ECE,9.13,"Power BI, Communication, Python",Placed,HCL,6.81,2025
S0295,Student_295,Female,EEE,8.46,"Power BI, Java, Data Analysis",Placed,Capgemini,6.98,2025
S0296,Student_296,Male,Mech,8.45,"Power BI, Data Analysis, Java",Placed,TCS,10.94,2023
S0297,Student_297,Male,EEE,7.13,"Python, SQL, Java",Not Placed,Not selected,0,2024
S0298,Student_298,Female,Civil,6.7,"Java, Excel, Machine Learning",Placed,Cognizant,9.15,2025
S0299,Student_299,Female,ECE,7.52,"Communication, Data Analysis, Excel",Placed,Infosys,8.8,2025
S0300,Student_300,Female,CSE,7.08,"Communication, C++, Python",Placed,Accenture,9.08,2023
S0301,Student_301,Female,Mech,7.87,"Machine Learning, SQL, Python",Placed,Tech Mahindra,6.62,2025
S0302,Student_302,Male,ECE,8.13,"Machine Learning, Excel, SQL",Not Placed,Not selected,0,2025
S0303,Student_303,Male,ECE,6.7,"Communication, Python, Excel",Placed,HCL,8.9,2024
S0304,Student_304,Male,Mech,9.43,"Power BI, Communication, Python",Placed,Capgemini,10.71,2023
S0305,Student_305,Female,Civil,9.14,"Python, SQL, Java",Placed,HCL,4.33,2024
S0306,Student_306,Female,Civil,7.42,"Data Analysis, C++, Excel",Placed,Cognizant,3.08,2023
S0307,Student_307,Male,CSE,6.44,"Java, Data Analysis, Python",Placed,IBM,9.67,2025
S0308,Student_308,Male,Civil,7.93,"SQL, Java, Excel",Placed,HCL,3.14,2023
S0309,Student_309,Female,IT,9.7,"Python, SQL, Communication",Placed,HCL,10.08,2023
S0310,Student_310,Male,EEE,8.14,"Data Analysis, Python, Java",Not Placed,Not selected,0,2023
S0311,Student_311,Female,Mech,9.33,"SQL, Data Analysis, Excel",Placed,Wipro,11.24,2024
S0312,Student_312,Male,IT,7.14,"SQL, C++, Excel",Placed,Accenture,6,2023
S0313,Student_313,Male,EEE,8.26,"Java, Communication, Machine Learning",Placed,Capgemini,6.43,2025
S0314,Student_314,Male,IT,9.55,"C++, SQL, Data Analysis",Placed,IBM,10.83,2025
S0315,Student_315,Female,Civil,7.09,"Power BI, Data Analysis, Machine Learning",Not Placed,Not selected,0,2025
S0316,Student_316,Female,CSE,6.65,"C++, Machine Learning, Python",Placed,Capgemini,4.81,2025
S0317,Student_317,Female,ECE,8.88,"Power BI, Java, Excel",Placed,Capgemini,5.11,2025
S0318,Student_318,Male,EEE,9.32,"Machine Learning, Excel, C++",Not Placed,Not selected,0,2024
S0319,Student_319,Female,EEE,9.31,"C++, Power BI, Machine Learning",Placed,Accenture,11.41,2025
S0320,Student_320,Male,IT,8.35,"Java, Communication, SQL",Not Placed,Not selected,0,2023
S0321,Student_321,Male,IT,7.6,"Data Analysis, Machine Learning, SQL",Not Placed,Not selected,0,2025
S0322,Student_322,Male,Civil,9.38,"Power BI, C++, Machine Learning",Placed,Tech Mahindra,6.35,2023
S0323,Student_323,Female,IT,7.86,"Power BI, Data Analysis, Machine Learning",Not Placed,Not selected,0,2025
S0324,Student_324,Male,EEE,9.19,"Power BI, Python, Machine Learning",Not Placed,Not selected,0,2023
S0325,Student_325,Female,Mech,8.51,"Data Analysis, Excel, C++",Placed,IBM,11.6,2025
S0326,Student_326,Female,CSE,7.83,"Excel, C++, Communication",Placed,Infosys,7.41,2025
S0327,Student_327,Female,ECE,6.75,"Data Analysis, Java, C++",Placed,Accenture,7.36,2024
S0328,Student_328,Male,EEE,8.4,"Communication, Machine Learning, Java",Placed,Cognizant,6.9,2025
S0329,Student_329,Male,Civil,5.93,"Machine Learning, C++, Java",Placed,Tech Mahindra,4.4,2025
S0330,Student_330,Male,Mech,8.03,"Machine Learning, Java, C++",Placed,HCL,11.09,2025
S0331,Student_331,Female,CSE,6.44,"Data Analysis, SQL, Machine Learning",Not Placed,Not selected,0,2023
S0332,Student_332,Female,CSE,6.3,"Communication, Machine Learning, C++",Placed,Accenture,7.39,2024
S0333,Student_333,Female,Mech,6.61,"Communication, Java, Data Analysis",Placed,Infosys,11.93,2023
S0334,Student_334,Female,CSE,5.73,"Communication, Data Analysis, Python",Placed,Deloitte,4.55,2025
S0335,Student_335,Male,Mech,9.61,"C++, Data Analysis, SQL",Placed,Capgemini,6.4,2024
S0336,Student_336,Female,ECE,6.38,"SQL, Excel, Data Analysis",Placed,Accenture,3.94,2025
S0337,Student_337,Female,EEE,9.37,"SQL, Python, Machine Learning",Not Placed,Not selected,0,2025
S0338,Student_338,Male,ECE,5.92,"SQL, C++, Java",Not Placed,Not selected,0,2024
S0339,Student_339,Female,Mech,6.2,"SQL, Excel, Power BI",Placed,Cognizant,4.98,2025
S0340,Student_340,Female,ECE,9.26,"C++, Data Analysis, Python",Not Placed,Not selected,0,2023
S0341,Student_341,Female,CSE,5.51,"Communication, Machine Learning, Data Analysis",Placed,Tech Mahindra,5.22,2024
S0342,Student_342,Female,Civil,8.29,"Java, Machine Learning, Excel",Not Placed,Not selected,0,2025
S0343,Student_343,Male,Civil,7.69,"Power BI, Machine Learning, Communication",Placed,Tech Mahindra,9.94,2023
S0344,Student_344,Male,EEE,6.43,"Java, Data Analysis, C++",Placed,Capgemini,11.82,2024
S0345,Student_345,Male,Mech,8.38,"Java, Power BI, Excel",Placed,Accenture,10.44,2025
S0346,Student_346,Female,CSE,5.82,"Power BI, Java, Python",Not Placed,Not selected,0,2023
S0347,Student_347,Female,EEE,9.16,"SQL, Communication, Data Analysis",Placed,Accenture,5.73,2024
S0348,Student_348,Female,Civil,9.05,"Python, Power BI, Java",Not Placed,Not selected,0,2023
S0349,Student_349,Female,CSE,9.34,"Data Analysis, SQL, C++",Placed,Deloitte,4.79,2024
S0350,Student_350,Female,Civil,8.69,"Machine Learning, Data Analysis, C++",Not Placed,Not selected,0,2023
S0351,Student_351,Male,ECE,9.02,"Python, C++, Communication",Placed,Capgemini,5.92,2025
S0352,Student_352,Female,IT,8.01,"Data Analysis, Power BI, C++",Placed,Tech Mahindra,11.74,2024
S0353,Student_353,Female,ECE,8.42,"Excel, Communication, Power BI",Not Placed,Not selected,0,2023
S0354,Student_354,Male,IT,5.95,"Java, Machine Learning, Data Analysis",Not Placed,Not selected,0,2024
S0355,Student_355,Male,Mech,7.79,"Data Analysis, Java, C++",Placed,TCS,5.67,2024
S0356,Student_356,Female,ECE,8.33,"Data Analysis, Power BI, Machine Learning",Placed,TCS,10.97,2024
S0357,Student_357,Female,ECE,7.28,"Excel, Communication, SQL",Not Placed,Not selected,0,2025
S0358,Student_358,Female,EEE,6.58,"Java, Machine Learning, C++",Not Placed,Not selected,0,2023
S0359,Student_359,Male,EEE,8.44,"SQL, Excel, Power BI",Not Placed,Not selected,0,2023
S0360,Student_360,Female,EEE,6.72,"Java, Python, Communication",Placed,IBM,3.64,2025
S0361,Student_361,Female,Mech,5.92,"Python, Machine Learning, Communication",Placed,Cognizant,3.4,2023
S0362,Student_362,Male,Mech,9.32,"Power BI, Data Analysis, C++",Placed,TCS,4.88,2023
S0363,Student_363,Male,Civil,8.89,"C++, Data Analysis, SQL",Placed,Accenture,6.82,2023
S0364,Student_364,Female,Mech,8.6,"Excel, Python, Power BI",Not Placed,Not selected,0,2023
S0365,Student_365,Male,Civil,9.02,"SQL, C++, Power BI",Placed,Capgemini,10.21,2024
S0366,Student_366,Female,ECE,8.97,"Power BI, SQL, Machine Learning",Placed,Capgemini,10.91,2025
S0367,Student_367,Female,Civil,9.77,"Excel, C++, Data Analysis",Not Placed,Not selected,0,2023
S0368,Student_368,Male,Mech,8.25,"Java, SQL, Power BI",Placed,Capgemini,6.46,2024
S0369,Student_369,Female,CSE,6.26,"Machine Learning, Python, Excel",Placed,Infosys,3.05,2024
S0370,Student_370,Female,Civil,9.53,"Power BI, C++, Data Analysis",Placed,Capgemini,9.09,2023
S0371,Student_371,Female,Civil,6.35,"Power BI, Java, Data Analysis",Placed,Tech Mahindra,5.38,2023
S0372,Student_372,Female,Civil,7.19,"Communication, Data Analysis, Excel",Placed,Capgemini,4.92,2025
S0373,Student_373,Male,ECE,7.53,"Machine Learning, C++, Power BI",Placed,Cognizant,10.77,2023
S0374,Student_374,Male,Mech,6.46,"Data Analysis, Communication, Excel",Not Placed,Not selected,0,2023
S0375,Student_375,Female,IT,5.66,"Power BI, Excel, SQL",Placed,IBM,9.81,2025
S0376,Student_376,Female,Mech,8.62,"C++, Python, Data Analysis",Placed,HCL,3.23,2023
S0377,Student_377,Female,Civil,9.07,"Data Analysis, Power BI, Machine Learning",Placed,Wipro,6.09,2024
S0378,Student_378,Male,CSE,9.17,"C++, Communication, Machine Learning",Not Placed,Not selected,0,2025
S0379,Student_379,Male,ECE,6.01,"Machine Learning, Data Analysis, Python",Not Placed,Not selected,0,2023
S0380,Student_380,Female,ECE,9.48,"Data Analysis, C++, Machine Learning",Placed,HCL,8.68,2025
S0381,Student_381,Male,Mech,8.17,"Power BI, Machine Learning, SQL",Placed,Tech Mahindra,10.57,2024
S0382,Student_382,Female,Mech,6.82,"Power BI, Excel, C++",Placed,Deloitte,4.04,2025
S0383,Student_383,Male,CSE,9.77,"C++, Machine Learning, Python",Placed,IBM,8.84,2024
S0384,Student_384,Female,IT,7.88,"Data Analysis, SQL, Machine Learning",Placed,Tech Mahindra,11.78,2024
S0385,Student_385,Male,Civil,6.07,"Excel, SQL, Data Analysis",Not Placed,Not selected,0,2025
S0386,Student_386,Female,Mech,5.99,"Java, SQL, Machine Learning",Placed,Capgemini,11.24,2024
S0387,Student_387,Male,ECE,7.61,"SQL, Data Analysis, C++",Not Placed,Not selected,0,2023
S0388,Student_388,Male,EEE,7.68,"Excel, C++, Data Analysis",Not Placed,Not selected,0,2025
S0389,Student_389,Female,EEE,9.27,"Data Analysis, SQL, Python",Not Placed,Not selected,0,2023
S0390,Student_390,Male,Civil,6.63,"Power BI, Communication, SQL",Placed,HCL,7.4,2024
S0391,Student_391,Female,ECE,6.53,"Python, Communication, Java",Placed,Accenture,8.46,2025
S0392,Student_392,Male,Civil,9.23,"Java, SQL, Machine Learning",Placed,Accenture,10.05,2024
S0393,Student_393,Female,EEE,6.6,"Java, Communication, Python",Placed,TCS,7.41,2023
S0394,Student_394,Female,CSE,8.22,"Python, Communication, Power BI",Placed,Tech Mahindra,7.74,2024
S0395,Student_395,Female,Civil,6.42,"Power BI, Excel, Communication",Not Placed,Not selected,0,2023
S0396,Student_396,Female,Civil,8.01,"SQL, Python, Java",Placed,Accenture,3.85,2024
S0397,Student_397,Male,Mech,7.62,"Communication, Excel, Data Analysis",Not Placed,Not selected,0,2025
S0398,Student_398,Female,CSE,5.57,"Python, Excel, Data Analysis",Placed,Cognizant,8.61,2023
S0399,Student_399,Female,Civil,8.23,"Excel, Power BI, Machine Learning",Not Placed,Not selected,0,2023
S0400,Student_400,Male,CSE,8.19,"C++, Java, Machine Learning",Not Placed,Not selected,0,2025
S0401,Student_401,Female,CSE,6.66,"Communication, SQL, Power BI",Placed,Accenture,11.33,2024
S0402,Student_402,Male,CSE,6.21,"Data Analysis, Machine Learning, Power BI",Placed,TCS,7.43,2025
S0403,Student_403,Female,Mech,6.25,"Excel, Data Analysis, Communication",Placed,Wipro,7.17,2023
S0404,Student_404,Male,Mech,9.07,"Python, Power BI, Communication",Not Placed,Not selected,0,2025
S0405,Student_405,Male,IT,9.59,"SQL, Python, Power BI",Not Placed,Not selected,0,2023
S0406,Student_406,Male,Civil,9.42,"Machine Learning, Communication, Excel",Not Placed,Not selected,0,2025
S0407,Student_407,Male,IT,8.36,"Excel, C++, Python",Placed,IBM,6.09,2025
S0408,Student_408,Male,ECE,9.21,"Communication, Excel, SQL",Not Placed,Not selected,0,2025
S0409,Student_409,Female,Mech,7.15,"Excel, Power BI, Java",Placed,Wipro,5.8,2025
S0410,Student_410,Female,ECE,7.06,"Python, C++, Java",Placed,Tech Mahindra,9.06,2024
S0411,Student_411,Female,CSE,7.76,"Excel, Machine Learning, Data Analysis",Not Placed,Not selected,0,2025
S0412,Student_412,Male,Civil,9.1,"Excel, Machine Learning, SQL",Placed,TCS,3.59,2025
S0413,Student_413,Male,Mech,7.19,"Java, Machine Learning, Excel",Not Placed,Not selected,0,2025
S0414,Student_414,Female,IT,9.71,"Excel, Machine Learning, Power BI",Placed,Wipro,4.82,2023
S0415,Student_415,Male,Civil,7.1,"Data Analysis, Python, Power BI",Placed,Wipro,9.54,2024
S0416,Student_416,Female,Mech,6.01,"Python, C++, Data Analysis",Not Placed,Not selected,0,2025
S0417,Student_417,Female,ECE,9.15,"Machine Learning, Java, C++",Placed,Capgemini,11.98,2024
S0418,Student_418,Female,IT,9.72,"C++, Machine Learning, SQL",Placed,Wipro,6.84,2025
S0419,Student_419,Female,Mech,8,"Power BI, Communication, Excel",Not Placed,Not selected,0,2025
S0420,Student_420,Female,CSE,9.55,"Machine Learning, SQL, Communication",Not Placed,Not selected,0,2023
S0421,Student_421,Male,Civil,8.57,"Excel, Python, C++",Placed,Infosys,8.73,2025
S0422,Student_422,Male,Civil,7.76,"Data Analysis, SQL, Machine Learning",Placed,IBM,10.26,2023
S0423,Student_423,Female,Mech,9.02,"Python, Communication, Excel",Placed,Accenture,8.06,2025
S0424,Student_424,Female,CSE,9.53,"SQL, Machine Learning, C++",Not Placed,Not selected,0,2023
S0425,Student_425,Female,Mech,7.13,"Python, Excel, SQL",Not Placed,Not selected,0,2025
S0426,Student_426,Female,Civil,9.21,"Excel, Power BI, Java",Placed,Cognizant,9.65,2025
S0427,Student_427,Male,CSE,8.75,"Machine Learning, Data Analysis, C++",Not Placed,Not selected,0,2023
S0428,Student_428,Female,Civil,9.73,"Java, Excel, Communication",Not Placed,Not selected,0,2024
S0429,Student_429,Male,IT,7.31,"Data Analysis, Excel, Machine Learning",Placed,Accenture,3.3,2024
S0430,Student_430,Female,Mech,7.32,"Data Analysis, Machine Learning, SQL",Placed,Tech Mahindra,9.96,2024
S0431,Student_431,Male,IT,7.13,"Power BI, Data Analysis, Excel",Not Placed,Not selected,0,2025
S0432,Student_432,Female,Civil,8.99,"Power BI, Communication, Machine Learning",Not Placed,Not selected,0,2023
S0433,Student_433,Male,EEE,6.35,"Data Analysis, Python, SQL",Placed,Wipro,4.87,2023
S0434,Student_434,Female,CSE,7.71,"Data Analysis, Machine Learning, Python",Placed,TCS,4.8,2023
S0435,Student_435,Male,CSE,6.59,"C++, Communication, Java",Not Placed,Not selected,0,2023
S0436,Student_436,Female,ECE,7.75,"C++, Machine Learning, SQL",Placed,Infosys,11.01,2025
S0437,Student_437,Male,CSE,5.82,"Power BI, SQL, Communication",Placed,Tech Mahindra,6.86,2025
S0438,Student_438,Female,ECE,8.93,"SQL, Communication, Excel",Placed,Accenture,9.4,2023
S0439,Student_439,Male,Civil,7.94,"Power BI, Excel, Java",Placed,Wipro,7.26,2025
S0440,Student_440,Female,CSE,8.09,"Excel, Python, Power BI",Placed,Tech Mahindra,11.78,2023
S0441,Student_441,Female,Mech,8.33,"SQL, Java, Power BI",Not Placed,Not selected,0,2025
S0442,Student_442,Male,Civil,8.83,"Power BI, Python, C++",Placed,Tech Mahindra,7.28,2023
S0443,Student_443,Male,Mech,7.45,"Excel, Power BI, Java",Placed,Cognizant,6.2,2023
S0444,Student_444,Male,EEE,7.76,"C++, Communication, Power BI",Placed,HCL,6.86,2025
S0445,Student_445,Female,ECE,8.39,"Power BI, Excel, Communication",Placed,HCL,8.52,2024
S0446,Student_446,Male,ECE,5.87,"Data Analysis, C++, Excel",Placed,Accenture,3.2,2025
S0447,Student_447,Male,ECE,6.36,"C++, Excel, Java",Placed,Deloitte,9.09,2023
S0448,Student_448,Female,IT,9.4,"Communication, Machine Learning, Excel",Placed,Deloitte,11.72,2025
S0449,Student_449,Female,EEE,7.24,"Java, Data Analysis, Python",Placed,Deloitte,3.05,2023
S0450,Student_450,Female,ECE,8.94,"Java, C++, Python",Not Placed,Not selected,0,2024
S0451,Student_451,Female,IT,6.11,"Power BI, Communication, SQL",Placed,Accenture,6.99,2025
S0452,Student_452,Female,CSE,7.19,"Power BI, Communication, Excel",Placed,IBM,10.26,2023
S0453,Student_453,Female,EEE,7.87,"Excel, Data Analysis, Power BI",Not Placed,Not selected,0,2025
S0454,Student_454,Male,Civil,7.96,"Data Analysis, Power BI, SQL",Placed,HCL,5.99,2024
S0455,Student_455,Male,Mech,8.82,"SQL, Python, Data Analysis",Not Placed,Not selected,0,2023
S0456,Student_456,Male,Mech,6.38,"Python, C++, Java",Not Placed,Not selected,0,2025
S0457,Student_457,Male,CSE,6.09,"Excel, Machine Learning, Power BI",Not Placed,Not selected,0,2025
S0458,Student_458,Male,ECE,9.62,"Python, Data Analysis, C++",Placed,Tech Mahindra,4.24,2023
S0459,Student_459,Female,Civil,9.48,"Machine Learning, Java, Power BI",Placed,Wipro,8.79,2025
S0460,Student_460,Female,IT,5.98,"Python, C++, Machine Learning",Not Placed,Not selected,0,2025
S0461,Student_461,Male,ECE,8.14,"Power BI, Python, Machine Learning",Placed,HCL,5.88,2024
S0462,Student_462,Female,Civil,5.55,"C++, Power BI, Data Analysis",Placed,Tech Mahindra,11.31,2024
S0463,Student_463,Female,CSE,9.73,"Machine Learning, SQL, Python",Placed,HCL,6.01,2024
S0464,Student_464,Male,IT,6,"Python, SQL, Java",Placed,Accenture,6.62,2025
S0465,Student_465,Female,EEE,8.54,"Python, Communication, Machine Learning",Placed,Wipro,10.54,2025
S0466,Student_466,Female,IT,8.3,"Java, Excel, Machine Learning",Placed,HCL,4.26,2025
S0467,Student_467,Female,ECE,6.76,"Data Analysis, Communication, Power BI",Placed,Cognizant,6.95,2025
S0468,Student_468,Female,Mech,6.64,"Power BI, Java, Machine Learning",Placed,HCL,10.25,2024
S0469,Student_469,Male,Mech,8.8,"Machine Learning, Communication, Python",Placed,IBM,4.8,2025
S0470,Student_470,Male,CSE,8.89,"Machine Learning, Python, Excel",Not Placed,Not selected,0,2023
S0471,Student_471,Female,Mech,5.55,"Communication, Python, Excel",Placed,TCS,7.28,2023
S0472,Student_472,Female,Civil,9.71,"Communication, Power BI, Python",Not Placed,Not selected,0,2025
S0473,Student_473,Female,ECE,6.67,"SQL, Java, Communication",Placed,Capgemini,5.77,2023
S0474,Student_474,Male,Civil,6.72,"Excel, Java, C++",Placed,Cognizant,6.17,2024
S0475,Student_475,Male,EEE,8.89,"Machine Learning, Java, Communication",Placed,HCL,11.48,2025
S0476,Student_476,Male,ECE,9.27,"Excel, Python, Communication",Placed,Infosys,9.36,2023
S0477,Student_477,Female,ECE,9.1,"Data Analysis, SQL, Machine Learning",Placed,Cognizant,4.11,2023
S0478,Student_478,Female,Civil,8.2,"Power BI, Machine Learning, Python",Placed,Wipro,3.9,2024
S0479,Student_479,Male,Mech,9.12,"Machine Learning, Communication, Data Analysis",Placed,Deloitte,3.67,2024
S0480,Student_480,Male,IT,8.15,"SQL, Excel, Python",Placed,Tech Mahindra,11.66,2024
S0481,Student_481,Male,EEE,8.18,"Communication, Data Analysis, Java",Placed,HCL,4.17,2025
S0482,Student_482,Female,IT,5.95,"Excel, C++, SQL",Not Placed,Not selected,0,2023
S0483,Student_483,Male,CSE,8.3,"Communication, Java, Python",Not Placed,Not selected,0,2024
S0484,Student_484,Female,CSE,7.16,"Power BI, C++, Python",Placed,Wipro,9.89,2024
S0485,Student_485,Male,Mech,8.56,"Java, C++, Communication",Placed,Capgemini,7.3,2025
S0486,Student_486,Female,IT,7.6,"Excel, Java, C++",Placed,Tech Mahindra,4.43,2025
S0487,Student_487,Female,IT,7.51,"C++, Excel, Data Analysis",Placed,IBM,3.38,2023
S0488,Student_488,Male,Civil,6.98,"SQL, Excel, Python",Placed,Accenture,11.48,2023
S0489,Student_489,Male,EEE,6.93,"Communication, Python, Data Analysis",Placed,Deloitte,11.21,2023
S0490,Student_490,Female,IT,8.38,"Data Analysis, Excel, SQL",Placed,Wipro,10.34,2025
S0491,Student_491,Female,ECE,6,"Data Analysis, Power BI, C++",Not Placed,Not selected,0,2023
S0492,Student_492,Male,EEE,9.27,"Machine Learning, SQL, Power BI",Not Placed,Not selected,0,2025
S0493,Student_493,Female,EEE,7.99,"Java, Machine Learning, Python",Not Placed,Not selected,0,2025
S0494,Student_494,Female,Mech,6.16,"SQL, Power BI, Java",Not Placed,Not selected,0,2024
S0495,Student_495,Male,Mech,6.56,"SQL, Data Analysis, C++",Placed,HCL,5.15,2025
S0496,Student_496,Male,Civil,6.01,"C++, Power BI, SQL",Not Placed,Not selected,0,2023
S0497,Student_497,Female,IT,6.51,"Excel, Java, Machine Learning",Placed,IBM,9.23,2023
S0498,Student_498,Male,CSE,6.72,"Java, SQL, Python",Not Placed,Not selected,0,2024
S0499,Student_499,Male,Mech,8.05,"Java, Excel, Data Analysis",Placed,Capgemini,7.42,2023
S0500,Student_500,Male,CSE,9.15,"Python, C++, Data Analysis",Placed,IBM,5.48,2025
S0501,Student_501,Female,EEE,6.82,"Machine Learning, Communication, Java",Placed,Tech Mahindra,6.1,2024
S0502,Student_502,Female,ECE,9.52,"Python, SQL, Java",Placed,TCS,3.75,2024
S0503,Student_503,Male,ECE,8.19,"Machine Learning, SQL, Java",Placed,HCL,11.99,2023
S0504,Student_504,Female,ECE,6.09,"Communication, Power BI, Excel",Placed,Infosys,9.99,2025
S0505,Student_505,Female,IT,9.14,"Excel, Machine Learning, Data Analysis",Not Placed,Not selected,0,2023
S0506,Student_506,Male,ECE,6.58,"Machine Learning, Excel, Communication",Not Placed,Not selected,0,2023
S0507,Student_507,Male,Civil,5.76,"Machine Learning, SQL, C++",Not Placed,Not selected,0,2024
S0508,Student_508,Male,CSE,6.29,"SQL, Java, Data Analysis",Not Placed,Not selected,0,2025
S0509,Student_509,Male,CSE,9.27,"Excel, Data Analysis, Communication",Placed,Deloitte,5.25,2025
S0510,Student_510,Female,EEE,8.11,"Excel, SQL, Java",Placed,Wipro,8.73,2024
S0511,Student_511,Female,ECE,8.73,"Data Analysis, Machine Learning, Communication",Placed,Cognizant,8.76,2024
S0512,Student_512,Female,Civil,7.13,"Machine Learning, Communication, Python",Placed,Tech Mahindra,7.04,2023
S0513,Student_513,Female,ECE,9.49,"Communication, SQL, Excel",Not Placed,Not selected,0,2024
S0514,Student_514,Female,IT,5.89,"Power BI, Communication, Python",Placed,Wipro,7.17,2023
S0515,Student_515,Female,IT,7.75,"Machine Learning, SQL, Data Analysis",Not Placed,Not selected,0,2025
S0516,Student_516,Male,CSE,7.28,"Machine Learning, Power BI, Python",Placed,Wipro,8.39,2025
S0517,Student_517,Male,EEE,8.32,"Python, SQL, Java",Not Placed,Not selected,0,2023
S0518,Student_518,Male,EEE,5.84,"Communication, Machine Learning, C++",Placed,Accenture,3.87,2023
S0519,Student_519,Female,ECE,6.33,"Data Analysis, C++, Power BI",Placed,Deloitte,9.87,2023
S0520,Student_520,Female,Civil,6.3,"Java, Data Analysis, Power BI",Placed,Accenture,8.55,2024
S0521,Student_521,Male,IT,7.24,"Communication, SQL, Machine Learning",Placed,IBM,8.44,2023
S0522,Student_522,Male,ECE,8.21,"Java, Machine Learning, Data Analysis",Placed,Infosys,5.93,2023
S0523,Student_523,Female,EEE,7.12,"Communication, Excel, SQL",Not Placed,Not selected,0,2025
S0524,Student_524,Female,Mech,8.29,"Python, Power BI, Machine Learning",Placed,Cognizant,3.75,2023
S0525,Student_525,Male,IT,8.32,"Data Analysis, Power BI, Java",Placed,Capgemini,5.6,2024
S0526,Student_526,Female,ECE,8.1,"Excel, Python, Power BI",Placed,Accenture,9.41,2024
S0527,Student_527,Male,CSE,7.52,"C++, Java, Python",Not Placed,Not selected,0,2025
S0528,Student_528,Female,ECE,7.97,"SQL, Machine Learning, Python",Placed,Cognizant,7.97,2023
S0529,Student_529,Male,Civil,9.17,"Machine Learning, SQL, Excel",Placed,IBM,8.76,2025
S0530,Student_530,Female,Civil,8.24,"SQL, Data Analysis, Excel",Not Placed,Not selected,0,2023
S0531,Student_531,Male,CSE,8.11,"Excel, Power BI, Machine Learning",Placed,Tech Mahindra,6.12,2024
S0532,Student_532,Female,Civil,5.97,"Machine Learning, C++, Data Analysis",Not Placed,Not selected,0,2023
S0533,Student_533,Female,ECE,5.74,"Communication, Excel, Data Analysis",Placed,TCS,6.57,2024
S0534,Student_534,Female,ECE,9.6,"Machine Learning, Communication, Java",Placed,Infosys,5.04,2025
S0535,Student_535,Male,CSE,9.28,"Power BI, Python, Excel",Not Placed,Not selected,0,2024
S0536,Student_536,Female,EEE,7.76,"Data Analysis, Excel, Communication",Placed,TCS,9.62,2023
S0537,Student_537,Male,Mech,6.91,"Communication, C++, Machine Learning",Placed,Infosys,7.08,2024
S0538,Student_538,Female,Civil,7.83,"Excel, Python, Data Analysis",Not Placed,Not selected,0,2024
S0539,Student_539,Female,IT,7.89,"Excel, Power BI, Data Analysis",Not Placed,Not selected,0,2023
S0540,Student_540,Female,Mech,6.71,"C++, Data Analysis, Excel",Not Placed,Not selected,0,2023
S0541,Student_541,Male,CSE,8.52,"Communication, C++, Excel",Not Placed,Not selected,0,2024
S0542,Student_542,Male,Mech,9.1,"Java, Python, SQL",Placed,Cognizant,5.8,2023
S0543,Student_543,Male,CSE,8.1,"SQL, Excel, Java",Not Placed,Not selected,0,2023
S0544,Student_544,Female,Mech,5.54,"Power BI, Data Analysis, Communication",Placed,Capgemini,5.37,2023
S0545,Student_545,Female,Mech,7.39,"Python, Excel, Java",Not Placed,Not selected,0,2024
S0546,Student_546,Male,ECE,6.6,"C++, SQL, Excel",Not Placed,Not selected,0,2023
S0547,Student_547,Male,IT,7.26,"Java, Machine Learning, SQL",Placed,Deloitte,11.24,2025
S0548,Student_548,Male,EEE,9.66,"Communication, Java, SQL",Not Placed,Not selected,0,2023
S0549,Student_549,Male,Mech,6.45,"Python, Data Analysis, C++",Placed,TCS,5.76,2025
S0550,Student_550,Male,Mech,8.98,"Power BI, C++, Data Analysis",Placed,Infosys,11.88,2023
